Block,blockMsg,thisN,thisTrialN,thisRepN,CueType,StimType,CueTime,Stim_Height,Stim_Width,CRESP,Color,Orientation,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Key_Resp.keys,Key_Resp.corr,Key_Resp.rt,Key_Resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,TaskIntro.started,fixation.started,key_resp.started,TaskIntro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,BlockStart.started,BlockStart_Msg.started,key_resp_2.started,BlockStart.stopped,Blocks.key_resp_2.keys,Blocks.key_resp_2.rt,Blocks.key_resp_2.duration,Fixation.started,FixationPhase.started,Blank.started,FixationPhase.stopped,Blank.stopped,Fixation.stopped,Trial.started,Cue.started,Cue.stopped,GoNogo_Stim.started,Key_Resp.started,Trial.stopped,Trials.Key_Resp.keys,Trials.Key_Resp.corr,Trials.Key_Resp.rt,Trials.Key_Resp.duration,Feedback.started,Feedback_Present.started,Feedback.stopped,Feedback_Present.stopped,GoNogo_Stim.stopped,Key_Resp.stopped,BlockEnd.started,BlockEnd_Msg.started,key_resp_3.started,BlockEnd.stopped,Blocks.key_resp_3.keys,Blocks.key_resp_3.rt,Blocks.key_resp_3.duration,TaskEnd.started,ThankYou.started,key_resp_4.started,TaskEnd.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,9,9,0,NoGo,NoGo,0.17,0.05,0.2,none,blue,horizontal,space,0.7809473000233993,None,space,0,0.30923519999487326,None,,,,0,0,0,0,0,9,9,9,44.146463299985044,,,,,,,,,,,,,,,,44.13103460002458,44.146463299985044,44.84579689998645,44.84579689998645,45.345311200013384,45.329474200028926,45.330075500009116,45.345311200013384,45.528535399993416,45.71188100002473,45.71188100002473,46.029628699994646,space,0,0.30923519999487326,None,46.03395020001335,46.544364600034896,47.527784100035205,47.54364699998405,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,10,10,0,NoGo,NoGo,0.26,0.2,0.05,none,green,vertical,space,0.7809473000233993,None,None,1,,,,,,0,0,0,0,0,10,10,10,47.54364699998405,,,,,,,,,,,,,,,,47.52810870000394,47.54364699998405,48.242952700005844,48.242952700005844,48.74266059999354,48.726819100033026,48.72751190001145,48.74266059999354,49.00916040001903,49.19237930001691,49.19237930001691,49.6756955999881,None,1,,,49.677645799994934,50.174748399993405,51.158021399984136,51.17381419998128,49.691757299995515,49.691757299995515,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,11,11,0,Go,Go,0.27,0.05,0.2,space,green,horizontal,space,0.7809473000233993,None,space,1,0.3332163000013679,None,,,,0,0,0,0,0,11,11,11,51.17381419998128,,,,,,,,,,,,,,,,51.15832510002656,51.19072930002585,51.89013449999038,51.89013449999038,52.38951890001772,52.373500999994576,52.37402380001731,52.38951890001772,52.67267390002962,52.85591330000898,52.85591330000898,53.19085780001478,space,1,0.3332163000013679,None,53.193788399978075,53.705271299986634,54.70439610001631,,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,12,12,0,Go,Go,0.16,0.2,0.05,space,green,vertical,space,0.7809473000233993,None,space,1,0.3604275999823585,None,,,,0,0,0,0,0,12,12,12,54.721103099989705,,,,,,,,,,,,,,,,54.70463769999333,54.721103099989705,55.403821900021285,55.4205185000319,55.90349910000805,55.8874331000261,55.8880780999898,55.90349910000805,56.0700441999943,56.25319550000131,56.25319550000131,56.62068100000033,space,1,0.3604275999823585,None,56.62456040002871,57.13560680003138,58.11904920003144,58.13502490002429,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,13,13,0,Go,Go,0.13,0.2,0.05,space,green,vertical,space,0.7809473000233993,None,space,1,0.41894000000320375,None,,,,0,0,0,0,0,13,13,13,58.13502490002429,,,,,,,,,,,,,,,,58.119315000018105,58.13502490002429,58.834352100035176,58.834352100035176,59.3338117999956,59.31821500003571,59.31901440001093,59.3338117999956,59.46710340003483,59.6503958000103,59.6503958000103,60.08491219999269,space,1,0.41894000000320375,None,60.08975250000367,60.59959840000374,61.58276509999996,61.59886810003081,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,14,14,0,Go,Go,0.12,0.05,0.2,space,blue,horizontal,space,0.7809473000233993,None,space,1,0.3801810999866575,None,,,,0,0,0,0,0,14,14,14,61.59886810003081,,,,,,,,,,,,,,,,61.5830496000126,61.59886810003081,62.2981662999955,62.2981662999955,62.79774940002244,62.78215500002261,62.7831073999987,62.79774940002244,62.93102220003493,63.114325600035954,63.114325600035954,63.498386799998116,space,1,0.3801810999866575,None,63.502565500035416,64.01331310003297,64.99716010002885,65.01251959998626,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,15,15,0,Go,Go,0.45,0.2,0.05,space,blue,vertical,space,0.7809473000233993,None,space,1,0.3681699999724515,None,,,,0,0,0,0,0,15,15,15,65.01251959998626,,,,,,,,,,,,,,,,64.99757850001333,65.01251959998626,65.71204030001536,65.71204030001536,66.21169199998258,66.19593200000236,66.19662479998078,66.21169199998258,66.66117550001945,66.86122600000817,66.86122600000817,67.2455362000037,space,1,0.3681699999724515,None,67.25044340000022,67.76035390002653,68.74364860000787,68.75940570002422,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,16,16,0,NoGo,NoGo,0.14,0.2,0.05,none,green,vertical,space,0.7809473000233993,None,None,1,,,,,,0,0,0,0,0,16,16,16,68.75940570002422,,,,,,,,,,,,,,,,68.74391610000748,68.75940570002422,69.45884999999544,69.45884999999544,69.95846559997881,69.94248189998325,69.94306309998501,69.95846559997881,70.10827660001814,70.29156079998938,70.29156079998938,70.77582640002947,None,1,,,70.77947240002686,71.2907243000227,72.27379010000732,72.28991699998733,70.79119120002724,70.79119120002724,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,17,17,0,Go,Go,0.12,0.05,0.2,space,green,horizontal,space,0.7809473000233993,None,space,1,0.36003370000980794,None,,,,0,0,0,0,0,17,17,17,72.28991699998733,,,,,,,,,,,,,,,,72.27404580003349,72.28991699998733,72.98929800000042,72.98929800000042,73.48897120001493,73.47330599999987,73.47408379998524,73.48897120001493,73.62225040001795,73.80536260001827,73.80536260001827,74.1729019000195,space,1,0.36003370000980794,None,74.1772873000009,74.68808520003222,75.67136750003556,75.68723059998592,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,18,18,0,Go,Go,0.47,0.2,0.05,space,blue,vertical,space,0.7809473000233993,None,space,1,0.3967370999744162,None,,,,0,0,0,0,0,18,18,18,75.68723059998592,,,,,,,,,,,,,,,,75.67166280001402,75.68723059998592,76.38652080000611,76.38652080000611,76.88612969999667,76.8704031999805,76.87116680003237,76.88612969999667,77.36910539999371,77.55228890001308,77.55228890001308,77.95341339998413,space,1,0.3967370999744162,None,77.95821469998918,78.46811720001278,79.4514389000251,79.46741400001338,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,19,19,0,Go,Go,0.18,0.2,0.05,space,green,vertical,space,0.7809473000233993,None,space,1,0.34004989999812096,None,,,,0,0,0,0,0,19,19,19,79.46741400001338,,,,,,,,,,,,,,,,79.45176369999535,79.46741400001338,80.16689870000118,80.16689870000118,80.66639060003217,80.65045710001141,80.65111390000675,80.66639060003217,80.84945949999383,81.03281340003014,81.03281340003014,81.38349169999128,space,1,0.34004989999812096,None,81.38807699998142,81.89867740002228,82.88238239998464,82.8979303999804,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,20,20,0,Go,Go,0.19,0.2,0.05,space,blue,vertical,space,0.7809473000233993,None,space,1,0.35858070000540465,None,,,,0,0,0,0,0,20,20,20,82.8979303999804,,,,,,,,,,,,,,,,82.88273110002046,82.8979303999804,83.59730790002504,83.59730790002504,84.09701239998685,84.08146760001546,84.08242160000373,84.09701239998685,84.29675809998298,84.47994839999592,84.47994839999592,84.8479449999868,space,1,0.35858070000540465,None,84.85207730002003,85.36252979998244,86.34576549998019,86.36164279998047,,,,,,,,,,,,,,,,,002,001,2025-04-27_17h55.46.012,Cued GoNogo Task,2024.2.4,60.02015476072989,2025-04-27 17h55.58.165496 +0200,
