Block,blockMsg,thisN,thisTrialN,thisRepN,CueType,StimType,CueTime,Stim_Height,Stim_Width,CRESP,Color,Orientation,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Key_Resp.keys,Key_Resp.corr,Key_Resp.rt,Key_Resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,TaskIntro.started,fixation.started,key_resp.started,TaskIntro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,BlockStart.started,BlockStart_Msg.started,key_resp_2.started,BlockStart.stopped,Blocks.key_resp_2.keys,Blocks.key_resp_2.rt,Blocks.key_resp_2.duration,Fixation.started,FixationPhase.started,Blank.started,FixationPhase.stopped,Blank.stopped,Fixation.stopped,Trial.started,Cue.started,Cue.stopped,GoNogo_Stim.started,Key_Resp.started,Trial.stopped,Trials.Key_Resp.keys,Trials.Key_Resp.corr,Trials.Key_Resp.rt,Trials.Key_Resp.duration,Feedback.started,Feedback_Present.started,Feedback_Present.stopped,Feedback.stopped,GoNogo_Stim.stopped,Key_Resp.stopped,BlockEnd.started,BlockEnd_Msg.started,key_resp_3.started,BlockEnd.stopped,Blocks.key_resp_3.keys,Blocks.key_resp_3.rt,Blocks.key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016882000491023064,0.004688400076702237,0.004688400076702237,9.7737930000294,space,9.693078899988905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,0,0,0,Go,Go,0.13,0.05,0.2,space,blue,horizontal,space,3.144772900035605,None,space,1,0.2797063000034541,None,,,,0,0,0,0,0,0,0,0,13.015432200045325,,,,,,,,,9.782250100048259,9.7853436000878,9.7853436000878,12.94383690005634,space,3.144772900035605,None,13.012828800012358,13.015432200045325,13.659069000044838,13.725684700068086,14.158713100012392,14.142628400004469,14.1431132000871,14.158713100012392,14.29207370011136,14.474908900097944,14.474908900097944,14.7590262000449,space,1,0.2797063000034541,None,14.769633200019598,15.274478400009684,16.27360410010442,16.25751270004548,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,1,1,0,NoGo,NoGo,0.43,0.05,0.2,none,blue,horizontal,space,3.144772900035605,None,None,1,,,,,,0,0,0,0,0,1,1,1,16.27360410010442,,,,,,,,,,,,,,,,16.25774930010084,16.27360410010442,16.97298090008553,16.97298090008553,17.472521700081415,17.456577600096352,17.45709500007797,17.472521700081415,17.90559249999933,18.088805800070986,18.088805800070986,18.572280600084923,None,1,,,18.574201100040227,19.07116420008242,20.070317200035788,20.054401500034146,18.588330800062977,18.588330800062977,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,2,2,0,Go,Go,0.12,0.2,0.05,space,blue,vertical,space,3.144772900035605,None,space,1,0.3434068999486044,None,,,,0,0,0,0,0,2,2,2,20.070317200035788,,,,,,,,,,,,,,,,20.054624000098556,20.08724930009339,20.78665450005792,20.78665450005792,21.286114300019108,21.270464400062338,21.27109880000353,21.286114300019108,21.419254400068894,21.602558700018562,21.602558700018562,21.953506900114007,space,1,0.3434068999486044,None,21.958028400084004,22.468512500054203,23.467893300112337,23.451528200064786,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,3,3,0,NoGo,NoGo,0.18,0.2,0.05,none,green,vertical,space,3.144772900035605,None,None,1,,,,,,0,0,0,0,0,3,3,3,23.467893300112337,,,,,,,,,,,,,,,,23.45175420003943,23.467893300112337,24.166985100018792,24.166985100018792,24.66662840009667,24.650538900052197,24.651053600013256,24.66662840009667,24.849925100104883,25.033291600062512,25.033291600062512,25.516481300001033,None,1,,,25.51850840006955,26.015463900053874,27.014870100072585,26.998790300101973,25.532717100111768,25.532717100111768,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,4,4,0,Go,Go,0.24,0.05,0.2,space,green,horizontal,space,3.144772900035605,None,space,1,0.24990560009609908,None,,,,0,0,0,0,0,4,4,4,27.014870100072585,,,,,,,,,,,,,,,,26.999022500007413,27.031311200000346,27.730776000069454,27.730776000069454,28.230359200038947,28.214179400005378,28.214632600080222,28.230359200038947,28.48011900007259,28.663613800075836,28.663613800075836,28.915526600088924,space,1,0.24990560009609908,None,28.918773300014436,29.429679700057022,,30.42875910003204,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,5,5,0,Go,Go,0.21,0.05,0.2,space,blue,horizontal,space,3.144772900035605,None,space,1,0.3113053999841213,None,,,,0,0,0,0,0,5,5,5,30.445484600029886,,,,,,,,,,,,,,,,30.42895840003621,30.445484600029886,31.128072600113228,31.144707100000232,31.627699300064705,31.61167100002058,31.612254600040615,31.627699300064705,31.844165100017563,32.027302400092594,32.027302400092594,32.344709500088356,space,1,0.3113053999841213,None,32.348772300058044,32.8599820000818,33.859102400019765,33.84310070006177,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,6,6,0,Go,Go,0.11,0.2,0.05,space,blue,vertical,space,3.144772900035605,None,space,1,0.42788370000198483,None,,,,0,0,0,0,0,6,6,6,33.859102400019765,,,,,,,,,,,,,,,,33.843331600073725,33.859102400019765,34.55854710005224,34.55854710005224,35.058040700037964,35.042022600071505,35.04260470008012,35.058040700037964,35.17495480005164,35.35779260005802,35.35779260005802,35.79197130003013,space,1,0.42788370000198483,None,35.79553500004113,36.30722510011401,37.30633530009072,37.290304100024514,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,7,7,0,Go,Go,0.15,0.2,0.05,space,blue,vertical,space,3.144772900035605,None,space,1,0.3223987000528723,None,,,,0,0,0,0,0,7,7,7,37.30633530009072,,,,,,,,,,,,,,,,37.290501400013454,37.30633530009072,38.00583720009308,38.00583720009308,38.505249300040305,38.4891617000103,38.48961930000223,38.505249300040305,38.6552177000558,38.854930000030436,38.854930000030436,39.1888516000472,space,1,0.3223987000528723,None,39.19144750002306,39.704394300002605,40.70344940002542,40.68744140001945,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,8,8,0,NoGo,NoGo,0.3,0.05,0.2,none,blue,horizontal,space,3.144772900035605,None,None,1,,,,,,0,0,0,0,0,8,8,8,40.70344940002542,,,,,,,,,,,,,,,,40.687666100100614,40.70344940002542,41.4028364000842,41.4028364000842,41.90243090002332,41.88636020000558,41.88686400000006,41.90243090002332,42.20235200005118,42.40209610003512,42.40209610003512,42.885736100026406,None,1,,,42.887924700044096,43.40113230003044,44.400366400019266,44.38434930006042,42.90186610003002,42.90186610003002,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,9,9,0,NoGo,NoGo,0.17,0.05,0.2,none,blue,horizontal,space,3.144772900035605,None,space,0,0.26034070004243404,None,,,,0,0,0,0,0,9,9,9,44.400366400019266,,,,,,,,,,,,,,,,44.38458310009446,44.400366400019266,45.09980210009962,45.09980210009962,45.59964730008505,45.58370100008324,45.58425640000496,45.59964730008505,45.78271060006227,45.96589710004628,45.96589710004628,46.23338500002865,space,0,0.26034070004243404,None,46.242048200103454,46.748634300078265,47.74768890009727,47.73174840002321,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,10,10,0,NoGo,NoGo,0.26,0.2,0.05,none,green,vertical,space,3.144772900035605,None,space,0,0.2926519999746233,None,,,,0,0,0,0,0,10,10,10,47.74768890009727,,,,,,,,,,,,,,,,47.73200060008094,47.74768890009727,48.44707430002745,48.44707430002745,48.94676000007894,48.931146900053136,48.931914400076494,48.94676000007894,49.2130658000242,49.396635800017975,49.396635800017975,49.697007000097074,space,0,0.2926519999746233,None,49.69734910002444,50.21252640010789,51.21150650002528,51.19547480007168,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,11,11,0,Go,Go,0.27,0.05,0.2,space,green,horizontal,space,3.144772900035605,None,space,1,0.2458718999987468,None,,,,0,0,0,0,0,11,11,11,51.21150650002528,,,,,,,,,,,,,,,,51.19566190009937,51.21150650002528,51.91093550005462,51.91093550005462,52.410775100113824,52.39493140007835,52.39558980008587,52.410775100113824,52.693628600100055,52.876864300109446,52.876864300109446,53.127574900048785,space,1,0.2458718999987468,None,53.13117950002197,53.64293060009368,54.64208530005999,54.62599210010376,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,12,12,0,Go,Go,0.16,0.2,0.05,space,green,vertical,space,3.144772900035605,None,space,1,0.3466934999451041,None,,,,0,0,0,0,0,12,12,12,54.64208530005999,,,,,,,,,,,,,,,,54.62621790007688,54.64208530005999,55.34143730008509,55.34143730008509,55.84097870008554,55.82486630009953,55.82527140004095,55.84097870008554,56.0073344000848,56.190620800014585,56.190620800014585,56.54126670002006,space,1,0.3466934999451041,None,56.54641609999817,57.05681800004095,58.055924700107425,58.039742000051774,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,13,13,0,Go,Go,0.13,0.2,0.05,space,green,vertical,space,3.144772900035605,None,space,1,0.3179309000261128,None,,,,0,0,0,0,0,13,13,13,58.055924700107425,,,,,,,,,,,,,,,,58.03996230009943,58.055924700107425,58.755252800066955,58.755252800066955,59.254957300028764,59.238777100108564,59.239344500005245,59.254957300028764,59.38809860008769,59.57117390003987,59.57117390003987,59.905180800007656,space,1,0.3179309000261128,None,59.90774130006321,60.42055420007091,61.41970290010795,61.403713000006974,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,14,14,0,Go,Go,0.12,0.05,0.2,space,blue,horizontal,space,3.144772900035605,None,space,1,0.2825314999790862,None,,,,0,0,0,0,0,14,14,14,61.41970290010795,,,,,,,,,,,,,,,,61.40393600007519,61.41970290010795,62.119102200027555,62.119102200027555,62.618701400002465,62.60271820006892,62.60313980001956,62.618701400002465,62.751962800044566,62.93522240000311,62.93522240000311,63.22025160002522,space,1,0.2825314999790862,None,63.22474510001484,63.734486900037155,64.73372360004578,64.71771420002915,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,15,15,0,Go,Go,0.45,0.2,0.05,space,blue,vertical,space,3.144772900035605,None,space,1,0.29228659998625517,None,,,,0,0,0,0,0,15,15,15,64.73372360004578,,,,,,,,,,,,,,,,64.71798640000634,64.73372360004578,65.43318780011032,65.43318780011032,65.93279110000003,65.91680340003222,65.91739519999828,65.93279110000003,66.38248820009176,66.58226190006826,66.58226190006826,66.88303990010172,space,1,0.29228659998625517,None,66.88664680009242,67.39817790000234,68.39752060000319,68.38153010001406,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,16,16,0,NoGo,NoGo,0.14,0.2,0.05,none,green,vertical,space,3.144772900035605,None,None,1,,,,,,0,0,0,0,0,16,16,16,68.39752060000319,,,,,,,,,,,,,,,,68.38178710010834,68.39752060000319,69.09691930003464,69.09691930003464,69.59646340005565,69.58067410008516,69.58114490006119,69.59646340005565,69.74623020004947,69.92951380007435,69.92951380007435,70.41301880008541,None,1,,,70.41512890008744,70.91202570009045,71.91100330010522,71.89556090009864,70.42908630007878,70.42908630007878,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,17,17,0,Go,Go,0.12,0.05,0.2,space,green,horizontal,space,3.144772900035605,None,space,1,0.27034089993685484,None,,,,0,0,0,0,0,17,17,17,71.91100330010522,,,,,,,,,,,,,,,,71.8960016000783,71.92780540010426,72.6272600000957,72.6272600000957,73.12676730006933,73.11099860002287,73.11157670000102,73.12676730006933,73.26015200000256,73.44319390004966,73.44319390004966,73.72734170011245,space,1,0.27034089993685484,None,73.73206500010565,74.24255180009641,75.24174930003937,75.22561620001215,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,18,18,0,Go,Go,0.47,0.2,0.05,space,blue,vertical,space,3.144772900035605,None,space,1,0.3275478999130428,None,,,,0,0,0,0,0,18,18,18,75.24174930003937,,,,,,,,,,,,,,,,75.22579050005879,75.24174930003937,75.94106900005136,75.94106900005136,76.44075230008457,76.42502190009691,76.42561200005002,76.44075230008457,76.92400610004552,77.10681650007609,77.10681650007609,77.44083269999828,space,1,0.3275478999130428,None,77.44383290002588,77.9563785000937,78.95546170009766,78.93942440010142,,,,,,,,,,000,001,2025-05-03_02h28.35.942,Cued GoNogo Task,2024.2.4,60.03871294935459,2025-05-03 02h28.48.383205 +0200,
