Block,blockMsg,thisN,thisTrialN,thisRepN,CueType,StimType,CueTime,Stim_Height,Stim_Width,CRESP,Color,Orientation,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Key_Resp.keys,Key_Resp.corr,Key_Resp.rt,Key_Resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,TaskIntro.started,fixation.started,key_resp.started,TaskIntro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,BlockStart.started,BlockStart_Msg.started,key_resp_2.started,BlockStart.stopped,Blocks.key_resp_2.keys,Blocks.key_resp_2.rt,Blocks.key_resp_2.duration,Fixation.started,FixationPhase.started,Blank.started,FixationPhase.stopped,Blank.stopped,Fixation.stopped,Trial.started,Cue.started,Cue.stopped,GoNogo_Stim.started,Key_Resp.started,Trial.stopped,Trials.Key_Resp.keys,Trials.Key_Resp.corr,Trials.Key_Resp.rt,Trials.Key_Resp.duration,Feedback.started,Feedback_Present.started,Feedback_Present.stopped,Feedback.stopped,GoNogo_Stim.stopped,Key_Resp.stopped,BlockEnd.started,BlockEnd_Msg.started,key_resp_3.started,BlockEnd.stopped,Blocks.key_resp_3.keys,Blocks.key_resp_3.rt,Blocks.key_resp_3.duration,TaskEnd.started,ThankYou.started,key_resp_4.started,TaskEnd.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014115000376477838,0.004189600003883243,0.004189600003883243,12.13737080001738,space,12.11829990008846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,0,0,0,Go,Go,0.13,0.05,0.2,space,blue,horizontal,space,1.067779100034386,None,space,1,0.32524040003772825,None,,,,0,0,0,0,0,0,0,0,13.304302500095218,,,,,,,,,12.147050000028685,12.150196900009178,12.150196900009178,13.234108900069259,space,1.067779100034386,None,13.301290400093421,13.304302500095218,13.94850860000588,14.015104799997061,14.44807290006429,14.432494000066072,14.433416900108568,14.44807290006429,14.581320800003596,14.76462100003846,14.76462100003846,15.09837750007864,space,1,0.32524040003772825,None,15.108463800046593,15.613800800056197,16.612859600107186,16.597600600100122,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,1,1,0,NoGo,NoGo,0.43,0.05,0.2,none,blue,horizontal,space,1.067779100034386,None,None,1,,,,,,0,0,0,0,0,1,1,1,16.612859600107186,,,,,,,,,,,,,,,,16.597945800051093,16.612859600107186,17.312312200083397,17.312312200083397,17.81199660000857,17.796740800025873,17.79743410006631,17.81199660000857,18.24495600000955,18.428086400032043,18.428086400032043,18.911603500018828,None,1,,,18.91347200004384,19.41078000003472,20.426304600085132,20.410276200040244,18.92764300003182,18.92764300003182,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,2,2,0,Go,Go,0.12,0.2,0.05,space,blue,vertical,space,1.067779100034386,None,space,1,0.26824879995547235,None,,,,0,0,0,0,0,2,2,2,20.426304600085132,,,,,,,,,,,,,,,,20.410527300089598,20.426304600085132,21.12586090003606,21.12586090003606,21.62528940010816,21.609716800041497,21.610450300038792,21.62528940010816,21.758658900042064,21.941981700016186,21.941981700016186,22.226141500053927,space,1,0.26824879995547235,None,22.23158240003977,22.74147540004924,,23.740649200044572,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,3,3,0,NoGo,NoGo,0.18,0.2,0.05,none,green,vertical,space,1.067779100034386,None,None,1,,,,,,0,0,0,0,0,3,3,3,23.757077100104652,,,,,,,,,,,,,,,,23.741014000028372,23.757077100104652,24.439932700013742,24.45649820007384,24.93944600003306,24.92335759999696,24.9239562000148,24.93944600003306,25.12283380003646,25.305808900040574,25.305808900040574,25.789444399997592,None,1,,,25.793070600018837,26.304976500105113,27.304185900022276,27.288266600109637,25.805310400086455,25.805310400086455,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,4,4,0,Go,Go,0.24,0.05,0.2,space,green,horizontal,space,1.067779100034386,None,space,1,0.2817257000133395,None,,,,0,0,0,0,0,4,4,4,27.304185900022276,,,,,,,,,,,,,,,,27.288586600101553,27.304185900022276,28.00343000004068,28.00343000004068,28.50327940005809,28.487607500050217,28.48849560006056,28.50327940005809,28.75284329999704,28.93607180006802,28.93607180006802,29.220216100104153,space,1,0.2817257000133395,None,29.224108800059184,29.735552600002848,30.734598700073548,30.71869820007123,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,5,5,0,Go,Go,0.21,0.05,0.2,space,blue,horizontal,space,1.067779100034386,None,space,1,0.3166763000190258,None,,,,0,0,0,0,0,5,5,5,30.734598700073548,,,,,,,,,,,,,,,,30.71900760009885,30.734598700073548,31.434000800014473,31.434000800014473,31.933597000082955,31.917938700062223,31.918651500018314,31.933597000082955,32.15018170000985,32.33335250010714,32.33335250010714,32.652449600049295,space,1,0.3166763000190258,None,32.65602870006114,33.16588560002856,34.16508600011002,34.14909820002504,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,6,6,0,Go,Go,0.11,0.2,0.05,space,blue,vertical,space,1.067779100034386,None,space,1,0.29019710002467036,None,,,,0,0,0,0,0,6,6,6,34.16508600011002,,,,,,,,,,,,,,,,34.149370300001465,34.16508600011002,34.86446980002802,34.86446980002802,35.36415720009245,35.34818220010493,35.34874660009518,35.36415720009245,35.480644700000994,35.664010300068185,35.664010300068185,35.964823100017384,space,1,0.29019710002467036,None,35.970091800088994,36.479907100088894,37.4791045000311,37.463101700064726,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,7,7,0,Go,Go,0.15,0.2,0.05,space,blue,vertical,space,1.067779100034386,None,space,1,0.326389400055632,None,,,,0,0,0,0,0,7,7,7,37.4791045000311,,,,,,,,,,,,,,,,37.46341880003456,37.4791045000311,38.17850300006103,38.17850300006103,38.67812150006648,38.6621204999974,38.66271770000458,38.67812150006648,38.82812900003046,39.02782459999435,39.02782459999435,39.3622104000533,space,1,0.326389400055632,None,39.366089200018905,39.87718820001464,40.87624960008543,40.86069060000591,,,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
block/CondBlock1.xlsx,You are about to start a block of type 1 trials.,8,8,0,NoGo,NoGo,0.3,0.05,0.2,none,blue,horizontal,space,1.067779100034386,None,None,1,,,,,,0,0,0,0,0,8,8,8,40.87624960008543,,,,,,,,,,,,,,,,40.86096390010789,40.87624960008543,41.57567740010563,41.57567740010563,42.07534800004214,42.059182700002566,42.05973110010382,42.07534800004214,42.37505430006422,42.57504260004498,42.57504260004498,43.05848150001839,None,1,,,43.060717400047,43.573981299996376,44.57331500004511,44.55764660006389,43.07435260002967,43.07435260002967,,,,,,,,,,,,,,,008,002,2025-05-01_21h27.04.489,Cued GoNogo Task,2024.2.4,60.18052952592581,2025-05-01 21h27.13.960808 +0200,
