10.6711 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
11.9084 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001619F7C5B10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001619F7C5AB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001619F87B2E0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.9085 	EXP 	window1: backgroundImage = ''
11.9085 	EXP 	window1: backgroundFit = 'none'
11.9711 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.9711 	EXP 	window1: recordFrameIntervals = False
12.1035 	EXP 	window1: recordFrameIntervals = True
12.2869 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
12.2870 	EXP 	window1: recordFrameIntervals = False
13.5661 	EXP 	Cued GoNogo Task: status = STARTED
13.6193 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumSquare', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.6347 	EXP 	Created BlockStart_Msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumSquare', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='BlockStart_Msg', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.6384 	EXP 	Created FixationPhase = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumSquare', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='FixationPhase', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
13.6395 	EXP 	Created Blank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Blank', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.6405 	EXP 	Created Cue = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='Cue', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
13.6414 	EXP 	Created GoNogo_Stim = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='GoNogo_Stim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
13.6418 	EXP 	Created Feedback_Present = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumSquare', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Feedback_Present', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.6423 	EXP 	Created BlockEnd_Msg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumSquare', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='BlockEnd_Msg', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.6553 	EXP 	Created ThankYou = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='NanumSquare', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ThankYou', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0037 	EXP 	fixation: autoDraw = True
17.9670 	DATA 	Mouse: Left button down, pos=(1310,370)
18.2829 	DATA 	Mouse:  Left button up, pos=(1310,370)
20.1245 	EXP 	Imported block/BlockList.xlsx as conditions, 6 conditions, 2 params
20.1247 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'Block': 'block/CondBlock1.xlsx', 'blockMsg': 'You are about to start a block of type 1 trials.', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
20.1305 	DATA 	Keypress: space
20.1318 	EXP 	fixation: autoDraw = False
20.1318 	EXP 	BlockStart_Msg: height = 0.05
20.1318 	EXP 	BlockStart_Msg: height = 0.05
20.1318 	EXP 	BlockStart_Msg: height = 0.05
20.1318 	EXP 	BlockStart_Msg: text = 'You are about to start a block of type 1 trials.'
20.1318 	EXP 	BlockStart_Msg: autoDraw = True
22.2228 	EXP 	Imported block/CondBlock1.xlsx as conditions, 100 conditions, 8 params
22.2235 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'CueType': 'Go', 'StimType': 'Go', 'CueTime': 0.13, 'Stim_Height': 0.05, 'Stim_Width': 0.2, 'CRESP': 'space', 'Color': 'blue', 'Orientation': 'horizontal', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
22.2258 	DATA 	Keypress: space
22.2270 	EXP 	BlockStart_Msg: autoDraw = False
22.2270 	EXP 	FixationPhase: autoDraw = True
22.8781 	EXP 	Blank: autoDraw = True
22.9280 	EXP 	FixationPhase: autoDraw = False
23.3776 	EXP 	Blank: autoDraw = False
23.3776 	EXP 	FixationPhase: autoDraw = False
23.3776 	EXP 	Blank: autoDraw = False
23.3776 	EXP 	GoNogo_Stim: fillColor = <psychopy.colors.Color: green, alpha=1.0>
23.3776 	EXP 	Cue: autoDraw = True
23.5107 	EXP 	Cue: autoDraw = False
23.6942 	EXP 	GoNogo_Stim: autoDraw = True
23.9905 	DATA 	Keypress: space
23.9936 	EXP 	Cue: autoDraw = False
23.9936 	EXP 	GoNogo_Stim: autoDraw = False
23.9936 	EXP 	Feedback_Present: foreColor = <psychopy.colors.Color: Maroon, alpha=1.0>
23.9936 	EXP 	Feedback_Present: height = 0.1
23.9936 	EXP 	Feedback_Present: height = 0.1
23.9936 	EXP 	Feedback_Present: height = 0.1
23.9936 	EXP 	Feedback_Present: text = 'Correct\nReaction time: 271ms'
24.4933 	EXP 	Feedback_Present: autoDraw = True
25.4768 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'CueType': 'NoGo', 'StimType': 'NoGo', 'CueTime': 0.43, 'Stim_Height': 0.05, 'Stim_Width': 0.2, 'CRESP': 'none', 'Color': 'blue', 'Orientation': 'horizontal', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
25.4926 	EXP 	Feedback_Present: autoDraw = False
25.4926 	EXP 	Feedback_Present: autoDraw = False
25.4926 	EXP 	FixationPhase: autoDraw = True
26.1921 	EXP 	FixationPhase: autoDraw = False
26.1921 	EXP 	Blank: autoDraw = True
26.6914 	EXP 	Blank: autoDraw = False
26.6914 	EXP 	FixationPhase: autoDraw = False
26.6914 	EXP 	Blank: autoDraw = False
26.6914 	EXP 	GoNogo_Stim: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
26.6914 	EXP 	Cue: autoDraw = True
27.1244 	EXP 	Cue: autoDraw = False
27.3076 	EXP 	GoNogo_Stim: autoDraw = True
27.8071 	EXP 	GoNogo_Stim: autoDraw = False
27.8071 	EXP 	Cue: autoDraw = False
27.8071 	EXP 	GoNogo_Stim: autoDraw = False
27.8071 	EXP 	Feedback_Present: foreColor = <psychopy.colors.Color: Maroon, alpha=1.0>
27.8071 	EXP 	Feedback_Present: height = 0.1
27.8071 	EXP 	Feedback_Present: height = 0.1
27.8071 	EXP 	Feedback_Present: height = 0.1
27.8071 	EXP 	Feedback_Present: text = 'Correct'
28.2900 	EXP 	Feedback_Present: autoDraw = True
29.2738 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'CueType': 'Go', 'StimType': 'Go', 'CueTime': 0.12, 'Stim_Height': 0.2, 'Stim_Width': 0.05, 'CRESP': 'space', 'Color': 'blue', 'Orientation': 'vertical', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
29.2893 	EXP 	Feedback_Present: autoDraw = False
29.2893 	EXP 	Feedback_Present: autoDraw = False
29.3060 	EXP 	FixationPhase: autoDraw = True
30.0057 	EXP 	FixationPhase: autoDraw = False
30.0057 	EXP 	Blank: autoDraw = True
30.5050 	EXP 	Blank: autoDraw = False
30.5050 	EXP 	FixationPhase: autoDraw = False
30.5050 	EXP 	Blank: autoDraw = False
30.5050 	EXP 	GoNogo_Stim: fillColor = <psychopy.colors.Color: green, alpha=1.0>
30.5050 	EXP 	Cue: autoDraw = True
